title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
Learning Pentaho - From PDI to Full Dashboard,Learn how to create a BI Dashboard from the beginning using Pentaho,IT & Software,Other,/learning-pentaho/,true,"₹12,800",4.03125,1799
Chakra Vocal Sound Healing,Learn to balance your Chakras and tune into your intuition with vocal sounding!,Personal Development,Religion & Spirituality,/chakra-vocal-sound-healing/,true,"₹2,240",4.3,5339
Ansible Automation For Beginners to Advance - Step by Step,"Mastering Ansible, Ansible AWS, Ansible Tower, Automation, Network",IT & Software,IT Certification,/ansible-the-complete-automation-hands-on-guide-devops-beginners/,true,"₹12,800",3.44231,14871
Entrepreneurship: How To Start A Business From Business Idea,Entrepreneurship fundamentals: Strategies to turn your business idea into a successful business faster with less stress,Business,Entrepreneurship,/how-to-start-a-business-go-from-business-idea-to-a-business/,true,"₹12,800",4.30645,24070
QuickBooks Online 2018 Start to Finish,"Learn QuickBooks Online 2018 in a comprehensive online course taught by a practicing CPA, CGMA, CPI, with BS tax",Business,Entrepreneurship,/quickbooks-online-2018-start-to-finish/,true,"₹12,800",4.18447,4315
21 Day Crash Course in Emotional Intelligence,"Increase your E.Q. and transform your relationships with psychologist and author, Dr. Patricia Thompson.",Personal Development,Personal Transformation,/eq-crash-course/,true,"₹3,200",4.34188,2499
The Modern Digital Marketing Master Course: Your New Career,From beginner to online marketing expert. Grow your own successful digital marketing business from scratch step-by-step,Marketing,Digital Marketing,/the-modern-digital-marketing-master-course-your-new-career/,true,"₹12,800",4.372,2445
CCNP Route -300-101,Implementing Cisco IP routing  includes everything you will need to fully prepare for New CCNP Route certification ,IT & Software,Network & Security,/ccnp-route-300-101/,true,"₹6,400",4.61236,1812
Load Testing Using HP LoadRunner 12,In this course we will use HP LoadRunner 12 to load test a web application.,Development,Software Testing,/loadrunner12/,true,"₹9,600",3.92857,2552
Docker Swarm Mastery: DevOps Style Cluster Orchestration,"Build, automate, and monitor a server cluster for containers using the latest open source on Linux and Windows",Development,Development Tools,/docker-swarm-mastery/,true,"₹12,800",4.73684,4662
The Art & Science of Drawing / FORM & SPACE,Learn to draw in 3-Dimensions,Lifestyle,Arts & Crafts,/the-art-science-of-drawing-weeks-3-4-form-space/,true,"₹2,880",4.68605,5781
Introductory Financial Accounting,"Learn the basics of Accounting including: the accounting cycle, inventory, depreciation, receivables, and more!",Business,Finance,/introductory-financial-accounting/,true,"₹5,120",4.46341,2248
"Learn SCADA from Scratch - Design, Program and Interface",Learn and practice SCADA in open source software,IT & Software,Hardware,/learn-scada-in-a-day-starting-from-scratch/,true,"₹3,200",4.22222,3025
"Time Management, Prioritization and Productivity","Time Management:  Avoid Distractions, Stop Procrastinating, Stay Focused, Increase Productivity, Plan & Prioritize",Business,Management,/time-management-prioritization-and-productivity/,true,"₹9,280",4.29688,1931
Master The English Verb Tenses,Improve your speaking and writing skills by learning how to use all the English Tenses,Teaching & Academics,Language,/master-english-tenses/,true,"₹1,600",4.485,3637
Work From Home: Sell Wholesale Products Using Amazon FBA,"Learn all the skills necessary to find, analyze and sell profitable wholesale products on the Amazon FBA platform",Business,Home Business,/work-from-home-sell-wholesale-products-using-amazon-fba/,true,"₹8,000",4.36207,2490
Java University: From Beginner to Expert in Java [10 in 1]!,"The best course to learn Java, OOP, JDBC, Servlets, JSPs, Java EE, Web Services, JSF, EJB, JPA, Struts, Spring,Hibernate",Development,Programming Languages,/java-university-from-beginner-to-professional-javaee-ejb-jpa-spring/,true,"₹12,800",4.38945,22612
eBay Amazon Dropshipping The Easy Way To Make Profits,How To Make Money on ebay Online Selling Physical Products Without Having An Inventory Of Your Own Work From Home eBay,Business,Entrepreneurship,/profitable-ebay-drop-shipping-business/,true,"₹7,680",4.2,2829
How to do a Hebrew Word Study Without Knowing Hebrew,Learn the methods to uncover the deeper meanings of Hebrew words behind the English translations.,Teaching & Academics,Language,/how-to-do-a-hebrew-word-study-without-knowing-hebrew/,true,"₹6,400",4.64,1783
Goals: The Lifelong Project - 8 PDUs,Utilizing the Philosophy of Project Management to Achieve Your Goals,Personal Development,Personal Transformation,/goals-the-lifelong-project/,true,"₹6,400",4.45902,3238
Become a God of Instagram Marketing Step by Step proven ways,"Instagram marketing strategies for business, create pro Instagram posts, create viral posts, Automate your Instagram",Marketing,Social Media Marketing,/become-a-god-of-instagram-marketing-get-followers-pouyaeti-masterclass/,true,"₹12,480",4.33462,2522
How to be Successful: Create A Growth Mindset For Success,"Learn to create a growth mindset that attracts success. Create & achieve your goals, learn how successful people think!",Personal Development,Personal Transformation,/growth-mindset-learn-to-shift-your-mindset-to-reach-success/,true,"₹6,400",4.37264,17443
Counselling Practitioner Certificate (Beginner to Advanced),Study towards becoming a Counselling Practitioner today with this Achology accredited Counselling Practitioner Course,Teaching & Academics,Social Science,/online-counselling-practitioner-course-counselling-skills/,true,"₹12,800",4.49416,3717
Learn DevOps: Advanced Kubernetes Usage,"Covering Authentication, Authorization, Logging, Helm, Deploying with Spinnaker, Prometheus, Scheduling and more",Development,Development Tools,/learn-devops-advanced-kubernetes-usage/,true,"₹2,560",4.2459,8248
Perfect French Macarons #1 - Simple to Sensational,"Master the art of baking amazing macaron cookies consistently, and create stunning macaron towers and plated desserts",Lifestyle,Food & Beverage,/perfect-french-macarons/,true,"₹7,680",4.62613,1640
Game Development with Unity 5,"trivia game, basics of programming & Unity's UI system,2D games,artificial intelligence, visual effects",Design,Game Design,/game-development-with-unity-5/,true,"₹12,800",4.55,27735
Mastering LINQ with C# and .NET,Learn .NET's secret sauce for querying collections and databases,Development,Programming Languages,/linqlinq/,true,"₹3,200",4.38889,3261
"Real Estate Investing: Learn to Fix & Flip , Step by Step!",Learn how to fix and flip your first real estate investing deal with no experience. Excel as a Real Estate Entrepreneur!,Business,Real Estate,/discover-how-to-fix-and-flip-houses-step-by-step/,true,"₹12,800",4.33951,4599
Master Microsoft Excel Table Design in Under 30 Minutes,Master the DESIGN and CONSTRUCTION PRINCIPLES of using Excel Formula's and Functions with SHORT 2 MINUTE VIDEO'S!,Office Productivity,Microsoft,/short-microsoft-excel/,true,"₹1,280",4.16667,21458
The Essential Web Developer Course - Build 12 Websites,"From an absolute beginner, to a certified Web developer, this course will teach you the ABCs of Web development. ",Development,Web Development,/the-essential-web-developer-course/,true,"₹12,800",4.55,9744
Mastering wine - Jancis Robinson's Shortcuts to Success,FULL COURSE: Renowned wine expert Jancis Robinson teaches you how to feel confident about wine in any situation,Lifestyle,Food & Beverage,/mastering-wine-jancis-robinsons-shortcuts-to-success/,true,"₹12,800",4.61905,2176
The Complete Android + Kotlin Developer Course™ : 2018,"Learn Android Kotlin Development to build amazing apps: an Online Quiz App, a Pokemon Go clone, an E-Commerce App...",Development,Mobile Apps,/complete-kotlin-android-developer-course-tutorial/,true,"₹1,280",4.66197,9871
Learn C++ Programming from Beginner to Expert : 2018,Specially designed for people who don't have any knowledge about programming & want to learn C++ from scratch,IT & Software,Other,/c-for-beginners-concise-and-practical/,true,"₹12,800",4.73186,2956
Bootstrap Basics: Program Responsive Websites,"Learn to hand-code your first responsive website with this popular, free and open-source framework in 3 hours.",Development,Web Development,/code-responsive-website-twitter-bootstrap/,true,"₹4,800",4.6,5184
Excel Formulas & Functions - Find Answers in Your Excel Data,"Excel Training-How to Use Formulas and Functions in Excel Spreadsheets-Learn on Excel 2010, Excel 2013, or Excel 2016",Office Productivity,Microsoft,/excel-2010-formulas-and-functions-how-to-use-excel-tutorial/,true,"₹3,200",4.21579,13283
From 0 to 1: Hive for Processing Big Data,"End-to-End Hive : HQL, Partitioning, Bucketing, UDFs, Windowing, Optimization, Map Joins, Indexes",Business,Data & Analytics,/from-0-to-1-hive/,true,"₹6,400",4.02632,4761
Data Structures and Algorithms Through C# In Depth,Learn Data Structures and Algorithms in C# to provide efficient solutions to complex problems,Development,Software Engineering,/data-structures-and-algorithms-in-csharp/,true,"₹9,600",3.84444,2381
A Complete Guide to Building Your Network by Keith Ferrazzi,Learn how to develop the strong personal relationships that you'll need to achieve your goals.,Personal Development,Career Development,/a-complete-guide-to-building-your-network-by-keith-ferrazzi/,true,"₹6,400",4.56667,2873
Intro to Abstract Painting #1 and #2,Painting Acrylic Abstract Art; Find your Creativity with easy to follow Demos on how I create popular abstract paintings,Lifestyle,Arts & Crafts,/how-to-paint-abstracts/,true,"₹6,400",4.0678,6377
Become a Trigonometry Master,"Learn everything from Trigonometry and Precalculus, then test your knowledge on 150+ quiz questions",Teaching & Academics,Math,/trig-by-krista-king/,true,"₹6,400",4.54412,8401
The complete React Fullstack course,"Take you coding to the next level with React, Node js, MongoDB, Firebase, Webpack and ES6",Development,Web Development,/the-complete-react-fullstack-course/,true,"₹5,120",4.46354,2823
Java 9 Masterclass - Beginner to Expert -Updated for 2018-19,"Java 9 - Building Java FX, Springboot and Vaadin Java Applications. Includes Advanced Java Concepts",Development,Programming Languages,/the-complete-java-9-masterclass-beginner-to-expert/,true,"₹12,800",4.36111,8410
How to Build Self-Discipline,Resist Temptations and Reach Your Long-Term Goals,Personal Development,Personal Transformation,/how-to-build-self-discipline/,true,"₹1,600",4.38462,7154
Become a Professional Programmer,"Learn programming with HTML5, CSS3, Python, Swift, Google Go, Java, Perl, C++, Ruby on Rails and more.",Development,Programming Languages,/become-a-programmer/,true,"₹12,800",4.33333,5224
Salesforce Lightning Component,Learn with a Real Time Project and develop a portal using lightning component,IT & Software,IT Certification,/learn-lightning-components-from-scratch/,true,"₹12,800",4.47131,1917
AJAX using Javascript and JQuery + 2 Projects,"Learn AJAX and Develop a Cool Group Chat Application using AJAX with the help of Jquery , Javascript, PHP and MySQL",IT & Software,Other,/learn-ajax-using-javascript-jquery-in-2-hrs-2-projects/,true,"₹1,280",3.7,5529
Dialectical Behaviour Therapy (DBT) Certificate,"Counselling and psychology approaches, theoretical knowledge and practice for counsellors to be, work from home / online",Teaching & Academics,Social Science,/dbt-certificate/,true,"₹7,360",4.19118,2285
Bootstrap 4 Beginners: Code a Responsive Landing Page,"Learn how to code a fully responsive professional landing page in bootstrap 4, from scratch, using HTML & CSS",Development,Web Development,/bootstrap-4-beginners-code-a-responsive-landing-page/,true,"₹1,920",4.42391,2221
